Internal Status,Site ID,Site Name,Longitude,Latitude,Site Type,Height Of Site,Account Name,Approved Report Date,Structural Report Comment,Overall Status,Total FPA,Total EPA,Foundation Status (Existing),Capacity Status (Existing),Structure Capacity (Existing),Epa (Existing),Bearing FOS (Existing),Capacity Status (+1 Operator/Additional),Structure Capacity (+1 Operator/Additional),Epa (+1 Operator/Additional),Bearing FOS (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Structure Capacity (+2 Operator/Additional),Epa (+2 Operator/Additional),Bearing FOS (+2 Operator/Additional),Capacity Status (Maximum),Structure Capacity (Maximum),Epa (Maximum),Bearing (Maximum),QA Status,Site Condition,Capacity Status (Existing),Leg Member Stress (Existing),Brace Member Stress (Existing),Horz Member Stress (Existing),Leg Bolt Stress (Existing),Brace Bolt Stress (Existing),Horz Bolt Stress (Existing),Wires Stress (Existing),Foundation (Existing),HDB (Existing),Capacity Status (+1 Operator/Additional),Leg Member Stress (+1 Operator/Additional),Brace Member Stress (+1 Operator/Additional),Horz Member Stress (+1 Operator/Additional),Leg Bolt Stress (+1 Operator/Additional),Brace Bolt Stress (+1 Operator/Additional),Horz Bolt Stress (+1 Operator/Additional),Wires Stress (+1 Operator/Additional),Foundation(+1 Operator/Additional),HDB (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Leg Member Stress (+2 Operator/Additional),Brace Member Stress (+2 Operator/Additional),Horz Member Stress (+2 Operator/Additional),Leg Bolt Stress (+2 Operator/Additional),Brace Bolt Stress (+2 Operator/Additional),Horz Bolt Stress (+2 Operator/Additional),Wires Stress (+2 Operator/Additional),Foundation(+2 Operator/Additional),HDB (+2 Operator/Additional),BOM Weight (Legs),BOM Weight (Brace),BOM Type,Foundation Type,Leg Steel Grade,Brace Steel Grade ,Site Risk Rating,Audit Status,Topography,Exposure,Actual Condition Risk,Site/Tower Risk Profile,Population,Wind Speed,Master Comment,Superseded Structural Reports,Pending Structural Reports,Approved Structural Reports,Site Report Received,Structural Report Created,Latest Site Audit Uploaded Date,Latest Site Drawing Set Uploaded Date, Legacy ID, Site Audit Description, Modelling Program
Status Set,6501,Kyela _airtel,33.87535,-9.60914,Structure-Lattice Tower,50,Helios Tanzania,21/02/2017,"V1.0_Structural Analysis_JMCG. 	",Green,,,NI,Green,77,5.2,,Green,95,8.3,,Green,99,11.5,,NotSet,,,,,Green,Green,77,70,25,63,43,18,,,44,Green,95,79,30,74,51,22,,,51,Green,99,86,35,83,58,25,,,57,,,,NI,275,235,,DelmecInspected,1,C,5,4,1,34,,0,0,1,23/01/2017,21/02/2017,26/01/2017,3/3/2017,,Structural Survey Audit,MS Tower v6
Status Set,6504,Kilangawana,32.32894,-8.29928,Structure-Lattice Tower,50,Helios Tanzania,15/01/2019,"V1_Structural Analysis_EG. Members overstressed.	",Amber,,,GreenAssumed,Amber,114,8.5,,Amber,143,11.6,,Red,162,14.8,,NotSet,,,,,Amber,Amber,114,104,18,76,69,14,,1.52,NI,Amber,143,129,21,91,86,17,,1.3,NI,Red,162,151,23,103,100,19,,1.16,NI,,449,Existing,Raft,355,275,44,DelmecInspected,1,C,4,4,1,34,,0,0,1,10/12/2018,15/01/2019,14/01/2019,19/02/2019,,Structural Survey Audit,MS Tower v6
Status Set,6506,Kaliatumbi,32.05857,-8.25483,Structure-Lattice Tower,50.75,Helios Tanzania,17/01/2019,"V1_Structural Analysis_BP. 	",Green,,,NI,Green,75,8,,Green,81,11.2,,Green,87,14.3,,NotSet,,,,,Green,Green,59,75,28,19,20,13,,,43,Green,72,81,32,22,27,16,,,50,Green,81,87,35,24,32,18,,,55,,,,NI,355,275,,DelmecInspected,1,C,5,1,1,34,,0,0,1,12/12/2018,17/01/2019,10/1/2019,25/02/2019,,Structural Survey Audit,MS Tower v6
Status Set,6507,Mafinga,31.38177,-7.5654,Structure-Lattice Tower,50.08,Helios Tanzania,22/03/2017,"V1.0_Structural Analysis_A. El Fridah. 	Equipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.9m @26m  [RFI 19/04/17]",Green,,,NI,Green,81,8.4,,Green,93,11.6,,Amber,104,14.7,,NotSet,,,,,Green,Green,81,70,28,22,26,14,,,44,Green,93,76,32,25,35,17,,,50,Amber,104,89,35,28,43,19,,,55,,,,NI,235,235,,DelmecInspected,2,C,5,1,1,34,,0,0,1,11/2/2017,22/03/2017,18/02/2017,6/4/2018,,Maintenance Inspection Audit,MS Tower v6
Status Set,6508,Lusewa2,36.20787,-11.29982,Structure-Lattice Tower,50,Helios Tanzania,21/04/2020,V1_Structural Analysis_BP. ,Green,,,Green,Green,46,2.2,,Green,51,5.4,,Green,55,8.6,,NotSet,,,,,Green,Green,40,46,33,41,25,8,,5.22,25,Green,49,51,40,48,33,10,,4.4,30,Green,55,55,45,55,39,11,,3.89,35,,,,IndividualFooting,355,275,55,DelmecInspected,1,C,5,4,3,34,,2,0,1,12/10/2019,21/04/2020,17/04/2020,4/4/2018,,Structural Survey Audit,MS Tower v6
Status Set,6509,Mawenzusi,31.74924,-7.96018,Structure-Lattice Tower,50,Helios Tanzania,17/01/2023,V3.0_Structural Analysis_JKA. Members overstressed. Tower selectively strengthened on site to V3.0 Delmec report. QA Audit 21/12/2022. (Different member sizes used for some parts of the strengthening. See QA for more details. Review strengthening QA before doing further analysis).,Amber,,,NI,Amber,136,3.9,,NotSet,,7.1,,NotSet,,10.2,,NotSet,,,,Pass,Green,Amber,136,127,30,98,97,23,,,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,275/355,,DelmecInspected,3,C,5,4,5,34,,3,0,1,21/12/2022,17/01/2023,9/3/2021,6/6/2018,,TSS Audit,MS Tower v6
Status Set,6510,Mgombasi,36.10365,-10.28963,Structure-Lattice Tower,50,Helios Tanzania,22/04/2020,"V1_Structural Analysis_DS. 	Equipment added: 3no. GSM Antennas 2.4x0.4x0.1 @48m,3no. RRUs 0.4x0.3x0.1 @48.4m,1no. MW Dishes 1.2m @43m [RFI 13/03/2020]",Green,,,Green,Green,56,8.6,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,56,56,46,50,38,11,,3.62,35,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,IndividualFooting,355,275,55,DelmecInspected,1,C,5,4,3,34,,2,0,1,10/10/2019,22/04/2020,13/10/2019,4/2/2020,,Structural Survey Audit,MS Tower v6
Status Set,6512,Lusewa1,36.34951,-11.12927,Structure-Lattice Tower,50,Helios Tanzania,16/04/2020,"V1_Structural Analysis_AG. 	",Green,,,NI,Green,74,2.2,,Green,82,5.4,,Green,90,8.6,,NotSet,,,,,Green,Green,55,74,46,49,31,12,,,37,Green,65,82,54,62,40,14,,,45,Green,74,90,61,72,49,15,,,51,,,,NI,355,275,,DelmecInspected,3,C,5,1,5,34,,3,0,1,11/10/2019,16/04/2020,1/3/2024,4/4/2018,,Structural Survey Audit,MS Tower v6
Status Set,6514,Saza_mine2,33.00152,-8.38502,Structure-Lattice Tower,60,Helios Tanzania,29/04/2016,v1.0_Structural Analysis_GF_No members are overstressed,Amber,,,NI,Green,62,4.1,,Green,67,7.3,,Green,72,10.4,,NotSet,,,,Pass,Amber,Green,35,62,27,34,22,7,,,32,Green,40,67,31,38,23,8,,,36,Green,44,72,34,42,26,9,,,40,,,,NI,275,275,,DelmecInspected,1,C,2,4,1,34,Coordinates updated 02/04/2016,0,0,1,1/4/2016,29/04/2016,11/4/2016,5/7/2016,,Structural Survey Audit,MS Tower v6
Status Set,6515,Mkwawa2,35.68851,-7.76368,Structure-Lattice Tower,52,Helios Tanzania,15/03/2016,v1.0_(Sructural Analysis)_JK_Members overstressed: Main braces in section 4 and 5 ,Amber,,,NI,Amber,107,2.2,,Amber,120,5.3,,Amber,136,8.5,,NotSet,,,,,Green,Amber,36,107,10,25,13,5,,,25,Amber,43,120,12,30,18,5,,,31,Amber,51,136,14,35,25,6,,,36,0,571.1,,NI,355,235,,DelmecInspected,1,C,5,4,1,29,,0,0,1,14/02/2016,15/03/2016,16/02/2016,3/5/2016,,Structural Survey Audit,MS Tower v6
Status Set,6516,Sumbawanga_Cap,31.61571,-7.95942,Structure-Lattice Tower,34.7,Helios Tanzania,7/9/2018,"V2_Structural Analysis_MD. 	",Green,,,Green,Green,63,4.1,,Green,78,7.2,,Green,97,10.4,,NotSet,,,,,Green,Green,63,58,18,44,21,15,,3.82,64,Green,77,78,24,54,28,21,,3.11,82,Green,88,97,29,62,35,25,,2.72,95,,,,Raft,275,235,57,DelmecInspected,1,B,5,5,2,34,,1,0,1,1/8/2018,7/9/2018,4/9/2018,4/10/2018,,Maintenance Inspection Audit,MS Tower v6
Status Set,6524,CHIPAKA-B,32.68763,-9.2729,Structure-Lattice Tower,50,Helios Tanzania,5/11/2018,"V1_Structural Analysis_DK. 	",Green,,,NI,Green,99,13.8,,Amber,106,16.9,,Amber,114,20.1,,NotSet,,,,,Green,Green,55,99,41,47,60,31,,,41,Amber,66,106,42,57,64,32,,,48,Amber,74,114,47,65,69,35,,,55,,,,NI,355,275,,DelmecInspected,1,C,5,4,1,34,,0,0,1,21/09/2018,5/11/2018,11/10/2018,17/01/2019,,Structural Survey Audit,MS Tower v6
Status Set,6525,Veta_Ikulu_HTT,32.7825,-8.87164,Structure-Lattice Tower,50,Helios Tanzania,13/10/2016,V1.0_SA_AELF_Tower Not Overstressed,Amber,,,NI,Green,80,8.4,,Green,88,11.5,,Green,95,14.7,,NotSet,,,,,Amber,Green,58,80,21,45,45,17,,,40,Green,71,88,24,53,48,18,,,48,Green,82,95,28,60,51,22,,,55,,,,NI,275,275,,DelmecInspected,1,C,4,4,1,34,,0,0,1,1/4/2016,13/10/2016,7/10/2016,5/10/2016,,Maintenance Inspection Audit,MS Tower v6
Status Set,6526,Iyunga_Mby forest,33.4226,-8.93617,Structure-Lattice Tower,35,Helios Tanzania,4/9/2018,V2_Structural Analysis_EH,Amber,,,NI,Green,48,2.5,,Green,55,5.6,,Green,65,8.8,,NotSet,,,,,Amber,Green,25,48,11,23,26,5,,,28,Green,31,55,13,28,31,7,,,34,Green,35,65,15,32,36,7,,,38,,,,NI,355,235,,DelmecInspected,1,C,4,5,2,34,,1,0,1,30/07/2018,4/9/2018,3/9/2018,4/10/2018,,Structural Survey Audit,MS Tower v6
Status Set,6527,Mpanda_1,31.07001,-6.33417,Structure-Lattice Tower,35,Helios Tanzania,11/9/2018,"V2_Structural Analysis_SJA. 	**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.3x0.15x0.07 @32m az 40/160/240deg, 1no. MW Dish 0.6m @34m az 280deg**",Amber,,,NI,Green,66,8.9,,Green,77,12,,NotSet,,,,NotSet,,,,,Amber,Green,40,66,14,56,40,9,,,43,Green,44,77,16,62,45,10,,,49,NotSet,,,,,,,,,,,,,NI,355,235,,DelmecInspected,1,C,3,2,2,34,,1,0,1,17/06/2018,11/9/2018,10/9/2018,3/10/2018,,Structural Survey Audit,MS Tower v6
Status Set,6528,Mpemba/Tunduma3,32.79638,-9.27073,Structure-Lattice Tower,50,Helios Tanzania,9/3/2016,"V1.0_Structural Analysis_MM_No members overstressedEquipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.6m @30m  [RFI 20/03/17]",Green,,,NI,Green,85,6.5,,Green,92,9.7,,Green,98,12.9,,NotSet,,,,,Green,Green,59,85,21,34,25,7,,,27,Green,66,92,23,38,29,8,,,31,Green,72,98,25,41,33,9,,,34,,,,NI,235,235,,DelmecInspected,1,C,5,4,1,34,,0,0,1,12/2/2016,9/3/2016,12/2/2016,23/03/2016,,Maintenance Inspection Audit,MS Tower v6
Status Set,6529,Igawa town,34.38017,-8.79671,Structure-Lattice Tower,35,Helios Tanzania,6/4/2016,v1.0_Structural analysis_GF_No members are overstressed,Amber,,,NI,Green,,6.6,,Green,,9.8,,Green,77,13,,NotSet,,,,,Amber,Green,,,,,,,,,,Green,,,,,,,,,,Green,60,77,17,36,42,9,,,22,,,,NI,275,235,,DelmecInspected,1,C,4,5,2,34,,0,0,1,16/03/2016,6/4/2016,16/03/2016,27/05/2016,,Structural Survey Audit,MS Tower v6
Status Set,6532,Mpanda2 (Kawajense),31.08171,-6.33396,Structure-Lattice Tower,30,Helios Tanzania,27/06/2016,V1.0_Structural_Analysis_JG,Amber,,,Green,Green,38,4.3,,Green,45,7.5,,Green,50,10.6,,NotSet,,,,,Amber,Green,38,38,3,24,20,3,,2.08,32,Green,45,43,4,29,23,4,,1.75,38,Green,50,47,6,32,25,4,,1.55,43,,,,IndividualFooting,275,235,51,DelmecInspected,1,C,3,3,2,34,,0,0,1,5/5/2016,27/06/2016,6/5/2016,24/08/2016,,Maintenance Inspection Audit,MS Tower v6
Status Set,6533,Mpanda_3,31.07235,-6.35149,Structure-Lattice Tower,35,Helios Tanzania,31/07/2018,"V2_Structural Analysis_AM. 	**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.3x0.15x0.07 @29m az 0/120/240deg**",Amber,,,NI,Green,69,9.1,,Green,77,12.2,,NotSet,,,,NotSet,,,,,Amber,Green,35,69,14,34,40,9,,,47,Green,39,77,15,38,45,10,,,53,NotSet,,,,,,,,,,,,,NI,355,235,,DelmecInspected,1,C,3,5,2,34,,1,0,1,18/06/2018,31/07/2018,25/07/2018,21/08/2018,,Structural Survey Audit,MS Tower v6
Status Set,6534,Mantra,36.58164,-10.08581,Structure-Lattice Tower,50,Helios Tanzania,19/01/2018,Tower strengthened on site to v2.0 Delmec report. QA Audit 10/01/2018,Green,,,NI,Green,93,17,,Amber,112,20.1,,Amber,118,23.3,,NotSet,,,,Pass,Green,Green,91,93,37,59,53,15,,,65,Amber,101,112,41,65,63,19,,,72,Amber,109,118,44,71,69,20,,,78,,,,NI,275,275,,DelmecInspected,3,C,5,3,3,34,,2,0,1,10/1/2018,19/01/2018,31/07/2017,30/05/2017,,TSS Audit,MS Tower v6
Status Set,6535,Mamba,31.36814,-7.34044,Structure-Lattice Tower,50,Helios Tanzania,7/12/2018,V1_Structural Analysis_PK. ,Amber,,,NI,Green,62,2.9,,Green,70,6.1,,Green,77,9.2,,NotSet,,,,,Amber,Green,49,62,27,16,22,13,,,38,Green,61,70,36,19,32,19,,,45,Green,70,77,41,21,38,20,,,50,,,,NI,355,355,,DelmecInspected,1,C,4,4,3,34,,0,0,1,16/11/2018,7/12/2018,29/11/2018,20/02/2019,,Structural Survey Audit,MS Tower v6
Status Set,6538,Hanga_Mission2 (Mtyangibomle),35.66691,-10.40412,Structure-Lattice Tower,50,Helios Tanzania,9/3/2017,"V1.0_Structural Analysis_AELF. Members overstressed.	Equipment added: 3no. GSM Antennas 1.35x0.25x0.14m @48/48/48m,1no. MW Dish 1.2m @45m  [RFI 3/09/17]Equipment added: 3no.GSM Antennas 2.769x0.429x0.196 Azi 0/120/240 @47/47/47m, 12 no. RRUs 0.4x0.3x0.1@ 47m, 1no. MW Dish 1.2 @45m[RFI 21/08/21]",Amber,,,NI,Amber,141,10.7,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,Amber,86,141,30,50,56,24,,,56,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,940,,NI,275,235,,DelmecInspected,1,C,4,4,1,34,,0,0,1,24/01/2017,9/3/2017,28/02/2017,30/03/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,6539,ilole,35.79429,-7.77344,Structure-Lattice Tower,50,Helios Tanzania,26/09/2017,"V1_Structural Analysis_SJA. 	",Amber,,,NI,Green,94,7.4,,Amber,105,10.6,,Amber,117,13.7,,NotSet,,,,,Amber,Green,88,94,39,75,60,31,,,58,Amber,104,105,45,90,66,37,,,68,Amber,117,116,53,102,76,43,,,77,,,,NI,275,275,,DelmecInspected,3,C,2,4,3,29,,0,0,1,15/09/2017,26/09/2017,22/09/2017,3/10/2017,,Structural Survey Audit,MS Tower v6
Status Set,6540,Litola,35.93202,-10.55766,Structure-Lattice Tower,50,Helios Tanzania,22/03/2017,"V1.0_Structural Analysis_T.O.BEquipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 1.2m @20m  [RFI 14/05/17]",Green,,,NI,Green,69,7.5,,Green,95,10.7,,Green,95,13.8,,NotSet,,,,,Green,Green,66,69,28,57,40,19,,,40,Green,82,95,31,69,45,21,,,48,Green,91,95,37,78,57,26,,,55,,,,NI,275,235,,DelmecInspected,1,C,5,4,1,34,,0,0,1,4/3/2017,22/03/2017,15/03/2017,6/4/2017,,QA Audit,MS Tower v6
Status Set,6541,Milonje,36.22694,-11.13842,Structure-Lattice Tower,60,Helios Tanzania,31/03/2017,"V1.0_Structural Analysis_AV. 	Equipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.9m @28m  [RFI 30/03/17]",Amber,,,NI,Amber,104,12.1,,Amber,121,15.3,,Amber,138,18.4,,NotSet,,,,,Green,Amber,99,104,31,68,71,22,,,60,Amber,121,113,35,81,76,25,,,70,Amber,138,123,42,92,81,30,,,78,,,,NI,235,235,,DelmecInspected,2,C,5,3,3,34,,0,0,1,2/3/2017,31/03/2017,21/03/2017,4/5/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,6542,Namasakata,37.43983,-11.13678,Structure-Lattice Tower,50,Helios Tanzania,22/03/2017,"V1.0_Structural Analysis_T.O.BEquipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.9m @30m  [RFI 24/04/17]",Green,,,NI,Green,79,7.3,,Amber,105,10.4,,Amber,119,13.6,,NotSet,,,,,Green,Green,69,79,29,59,41,20,,,42,Amber,81,105,32,71,51,23,,,50,Amber,92,119,39,80,58,27,,,56,,,,NI,275,275,,DelmecInspected,1,C,5,4,3,34,,0,0,1,24/02/2017,22/03/2017,16/03/2017,1/2/2018,,Structural Survey Audit,MS Tower v6
Status Set,6543,mkumba,37.50209,-11.07478,Structure-Lattice Tower,60,Helios Tanzania,21/03/2017,"V1_Structural Analysis_JSEquipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.9m @30m  [RFI 16/04/17]",Amber,,,Green,Green,100,16,,Amber,112,19.1,,Amber,123,22.3,,NotSet,,,,,Amber,Green,100,86,40,72,55,28,,2.83,36,Amber,112,92,42,80,58,30,,2.57,41,Amber,123,99,47,89,64,33,,2.35,45,,,,IndividualFooting,235,235,51,DelmecInspected,1,C,4,3,1,34,,0,0,1,24/02/2017,21/03/2017,16/03/2017,11/12/2017,,Structural Survey Audit,MS Tower v6
Status Set,6549,bombambili �cap,35.62596,-10.6684,Structure-Lattice Tower,50.75,Helios Tanzania,24/05/2017,"V1.0_Structural Analysis_AELF. 	",Amber,,,NI,Green,62,3.3,,Green,73,6.5,,Green,85,9.6,,NotSet,,,,,Amber,Green,62,61,24,20,20,10,,,38,Green,73,67,28,23,27,13,,,44,Green,85,73,32,26,33,15,,,49,,,,NI,275,275,,DelmecInspected,1,C,3,4,1,34,,0,0,1,9/5/2017,24/05/2017,23/05/2017,31/05/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,6550,Tunduru center,37.33143,-11.03897,Structure-Lattice Tower,30,Helios Tanzania,18/05/2017,"V1_Structural Analysis_E.CEquipment added: 3no. GSM Antennas 1.933x0.261x0.146 @40m,1no. MW Dishes 0.6m @26m [RFI 11/02/2020]",Amber,,,NI,Green,66,10.2,,Green,71,13.3,,NotSet,,,,NotSet,,,,,Amber,Green,52,66,17,15,20,6,,,27,Green,57,71,19,16,22,7,,,30,NotSet,,,,,,,,,,,,,NI,275,275,,DelmecInspected,1,C,4,2,2,34,,0,0,1,13/05/2017,18/05/2017,16/05/2017,24/05/2017,,Structural Survey Audit,MS Tower v6
Status Set,6551,Frelimo2,35.41041,-7.46159,Structure-Lattice Tower,36,Helios Tanzania,25/03/2016,V1.0_Structural Analysis_MM_No members overstressed,Green,,,NI,Green,,,,Green,,,,Green,80,8.5,,NotSet,,,,,Green,Green,,,,,,,,,NI,Green,,,,,,,,,NI,Green,80,69,56,57,53,39,,,10,,,,NI,275,235,,DelmecInspected,1,C,5,5,2,29,,0,0,1,4/3/2016,25/03/2016,6/3/2016,9/6/2016,,Structural Survey Audit,MS Tower v6
Status Set,6552,Mbesa mission kilolo2,35.83476,-7.99971,Structure-Lattice Tower,50,Helios Tanzania,3/10/2017,"V1_Structural Analysis_SJA. 	",Green,,,NI,Green,62,3.2,,Green,76,6.3,,Green,87,9.5,,NotSet,,,,,Green,Green,53,62,55,46,47,37,,,22,Green,63,76,63,55,56,45,,,26,Green,72,87,70,61,64,52,,,30,,,,NI,275,275,,DelmecInspected,1,C,5,4,1,29,,0,0,1,1/9/2017,3/10/2017,29/09/2017,20/10/2017,,Structural Survey Audit,MS Tower v6
Cancelled,6554,Isisi,34.38114,-8.69831,Structure-Lattice Tower,35,Helios Tanzania,2/6/2016,V1.0_Structural_Analysis_JG_No Members are Overstressed,Green,,,Green,Green,85,2.6,,Amber,104,5.7,,Amber,121,8.9,,NotSet,,,,,Green,Green,85,60,7,46,40,9,,2.14,90,Amber,104,79,9,57,52,11,,1.74,115,Amber,121,93,10,66,61,12,,1.51,135,,,,Raft,275,275,55,DelmecInspected,1,C,5,5,2,34,,0,0,1,17/04/2016,2/6/2016,22/04/2016,27/07/2016,,Structural Survey Audit,MS Tower v6
Status Set,AR0006,Olasiti_Halotel,36.64812,-3.41651,Structure-Guyed Mast,49.5,Helios Tanzania,10/7/2020,"V1.0_Structural Analysis_JKA. 	",Green,,,NI,Green,62,5.1,,Green,80,7.8,,Amber,115,10.9,,NotSet,,,,Pass,Green,Green,62,49,11,9,,,55,,NI,Green,80,64,17,9,,,66,,NI,Amber,115,89,23,17,,,92,,NI,,,,NI,275,235,,DelmecInspected,1,C,5,4,1,31,,0,0,1,24/06/2020,10/7/2020,8/7/2020,31/07/2020,,Structural Survey Audit,MS Tower v6
Status Set,AR0019,Terrat_Halotel,36.67541,-3.44381,Structure-Guyed Mast,62,Helios Tanzania,3/11/2020,"V2.0_U-Bolts upgrade_AM.Members oerstressed.Equipment added: 3no.GSM Antennas 2.769x0.429x0.196 Azi 0/120/240 @59/59/59m, 12 no. RRUs 0.4x0.3x0.1@ 59m, 1no. MW Dish 1.2 @57m[RFI 12/08/21]",Red,,,NI,Red,246,11.8,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Red,103,175,206,20,246,0,79,,NI,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,15.34,U-Bolts upgrade,NI,275,235,,DelmecInspected,1,C,5,4,1,31,,1,0,1,25/06/2020,3/11/2020,18/07/2020,10/8/2020,,Structural Survey Audit,MS Tower v6
Status Set,AR0030,Olsinyai,36.67962,-3.34579,Structure-Guyed Mast,38.5,Helios Tanzania,6/5/2024,V1.0_SA_MM_Members Overstressed.,Red,7.661577339,10.25165366,NotSet,Red,420,9.2,,Red,533,13.1,,Red,614,17,,NotSet,,,,,Red,Red,68,89,27,18,420,,45,,,Red,88,112,59,21,533,,60,,,Red,106,137,73,27,614,,68,,,,,,NI,275,235,,DelmecInspected,2,B,1,2,4,31,,0,0,1,22/04/2024,6/5/2024,,,,,MS Tower v6
Status Set,AR0032,Lemara,36.69589,-3.39828,Structure-Guyed Mast,44,Helios Tanzania,27/03/2023,"V1.0_Structural Analysis_MAS. 	",Red,,,NI,Green,90,5.7,,Red,153,9.6,,Red,190,13.6,,NotSet,,,,,Red,Green,57,73,12,22,0,0,90,,NI,Red,117,85,16,51,0,0,153,,NI,Red,169,115,25,70,0,0,190,,NI,,,,NI,355,355,,DelmecInspected,1,C,1,3,1,31,,0,0,1,19/03/2023,27/03/2023,22/03/2023,,,Structural Survey Audit,MS Tower v6
Status Set,AR0042,Sokoni I_Halotel,36.69278,-3.42411,Structure-Guyed Mast,44,Helios Tanzania,13/07/2020,"V1.0_Structural Analysis_SJ. 	",Red,,,NI,Amber,114,3.3,,Amber,127,6.2,,Amber,138,9.4,,NotSet,,,,,Red,Amber,39,114,18,8,0,0,39,,NI,Amber,50,127,23,11,0,0,50,,NI,Amber,64,138,28,18,0,0,69,,NI,,,,NI,275,235,,DelmecInspected,1,C,1,4,1,31,,0,0,1,25/06/2020,13/07/2020,10/7/2020,10/8/2020,,Structural Survey Audit,MS Tower v6
Status Set,AR0046,Sokon II_Halotel,36.71258,-3.34726,Structure-Guyed Mast,71.5,Helios Tanzania,19/08/2022,V2.1_SA_DS Members overstressed. U-bolts upgraded on site to V2.0 Delmec report.  QA audit  15/12/20.. ,Red,,,NI,Red,203,5.8,,Red,195,8.7,,Red,267,11.8,,NotSet,,,,Pass,Green,Red,145,116,30,39,203,0,87,,NI,Red,123,126,28,37,195,0,87,,NI,Red,180,150,53,46,267,0,116,,NI,,,,NI,275,235,,DelmecInspected,3,C,5,1,5,31,,2,0,1,26/06/2020,19/08/2022,30/07/2020,10/8/2020,,Structural Survey Audit,MS Tower v6
Status Set,AR0052,Sambasha_Halotel,36.68331,-3.29995,Structure-Guyed Mast,49.5,Helios Tanzania,26/07/2020,V1.0_Structural Analysis_JKA.,Red,,,NI,Green,81,2.9,,Amber,111,5.8,,Red,169,8.9,,NotSet,,,,,Red,Green,81,75,18,15,,,71,,NI,Amber,106,111,27,18,,,83,,NI,Red,169,156,45,34,,,128,,NI,,,,NI,275,235,,DelmecInspected,2,C,1,1,3,31,,0,0,1,27/06/2020,26/07/2020,24/07/2020,10/8/2020,,Structural Survey Audit,MS Tower v6
Status Set,AR0053,AR0053,36.8217,-3.3164,Structure-Lattice Tower,60,Helios Tanzania,21/11/2022,"V1.0_Structural Analysis_NC. Members overstressed.	",Red,,,NI,Red,193,9.5,,Red,239,13.4,,Red,272,17.4,,NotSet,,,,,Red,Red,193,103,23,65,76,19,,,NI,Red,239,111,27,76,82,21,,,NI,Red,272,127,31,86,88,24,,,NI,,,,NI,355,355,,DelmecInspected,3,C,1,4,3,31,,0,0,1,2/9/2022,21/11/2022,4/10/2022,,,Structural Survey Audit,MS Tower v6
Status Set,AR0061,AR0061,36.5399,-3.3145,Structure-Guyed Mast,71.5,Helios Tanzania,4/1/2023,"V1.0_Structural Analysis_NC. Members overstressed.	",Red,,,NI,Red,428,7.2,,Red,585,11.1,,Red,732,15,,NotSet,,,,,Red,Red,138,109,36,25,428,0,84,,,Red,210,148,79,30,585,0,119,,,Red,247,170,94,38,732,0,139,,,,,,NI,275,235,,DelmecInspected,3,C,1,1,4,31,,0,0,1,12/9/2022,4/1/2023,27/10/2022,,,Structural Survey Audit,MS Tower v6
Status Set,AR0063,Soitsambu,35.42794,-1.94983,Structure-Guyed Mast,71.5,Helios Tanzania,31/05/2024,"V1.0_Structural Analysis_HQ. Members overstressed.	",Red,2.608493339,3.741174771,NotSet,Red,300,3.4,,Red,465,7.3,,Red,588,11.3,,NotSet,,,,,Red,Red,87,92,26,23,300,0,61,,NI,Red,156,125,64,34,465,0,95,,NI,Red,214,155,71,50,588,0,114,,NI,,,,NI,275,235,,DelmecInspected,3,C,1,4,3,31,,0,0,1,20/05/2024,31/05/2024,,,,,MS Tower v6
Status Set,AR0086,AR0086,35.86148,-3.24161,Structure-Guyed Mast,71.5,Helios Tanzania,25/04/2023,"V1.0_Structural Analysis_MA. Members overstressed.	",Red,,,NI,Red,369,13.8,,Red,490,17.7,,Red,586,21.6,,NotSet,,,,,Amber,Red,144,144,32,37,369,,86,,NI,Red,180,160,39,47,490,,105,,NI,Red,297,221,54,63,586,,128,,NI,,,,NI,275,275,,DelmecInspected,3,C,3,4,3,31,,0,0,1,20/03/2023,25/04/2023,30/03/2023,,,Structural Survey Audit,MS Tower v6
